calls_up,calls_down,starts_up,starts_down,availability,alarms,ave_callTime
0,0,0,0,0,0,0
22,31,63,63,100,0,6.314716981
26,32,73,73,100,0,5.649793103
25,29,67,67,100,0,6.126185185
25,36,90,90,100,0,7.310344262
20,42,66,66,100,0,5.948403226
25,31,69,69,99.33333333,1,5.413607143
20,45,81,81,100,0,9.822076923
23,30,65,65,100,0,7.02
34,35,79,79,100,0,7.171507246
31,37,69,69,100,0,5.115588235
29,29,78,78,100,0,7.671672414
26,28,57,57,100,0,6.187222222
44,22,86,86,100,0,7.003727273
32,28,77,77,100,0,5.355716667
37,35,73,73,100,0,6.086694444
28,24,67,67,100,0,7.062884615
26,32,62,62,100,0,5.431465517
25,27,64,64,100,0,4.946038462
23,22,52,52,100,0,4.290577778
26,30,74,74,100,0,5.822232143
27,23,55,55,100,0,5.23122
10,27,46,46,100,0,5.273918919
20,29,66,66,100,0,6.375040816
18,32,66,66,100,0,4.88484
16,23,48,48,100,0,4.410846154
17,22,49,49,100,0,4.959641026
12,39,58,58,100,0,6.290215686
17,30,65,65,100,0,6.027914894
7,39,54,54,100,0,9.010891304
7,40,55,55,100,0,8.24
3,24,39,39,100,0,6.440703704
2,18,28,28,100,0,6.52745
3,21,33,33,100,0,7.848625
1,17,26,26,100,0,3.389277778
1,17,31,31,100,0,5.988222222
1,7,10,10,100,0,1.90375
4,7,11,11,100,0,1.602909091
1,12,18,18,100,0,4.055230769
0,3,5,5,100,0,3.137
1,5,7,7,100,0,3.308166667
3,3,9,9,100,0,3.105666667
1,3,6,6,100,0,3.505
1,3,5,5,100,0,2.10325
0,5,10,10,100,0,6.37
0,0,0,0,100,0,0
0,0,0,0,100,0,0
1,1,1,1,100,0,0.501
1,1,3,3,100,0,2.504
1,3,5,5,100,0,2.754
0,0,0,0,100,0,0
1,0,1,1,100,0,4.807
0,0,0,0,100,0,0
0,1,1,1,100,0,4.206
0,1,1,1,100,0,0.402
0,0,0,0,100,0,0
0,2,1,1,100,0,3.905
0,2,2,2,100,0,2.003
3,4,9,9,100,0,3.891857143
1,0,2,2,100,0,3.805
0,0,0,0,100,0,0
1,1,3,3,100,0,4.006
0,1,2,2,100,0,4.406
0,0,0,0,100,0,0
0,0,0,0,100,0,0
2,0,2,2,100,0,4.1055
1,1,4,4,100,0,3.906
0,1,1,1,100,0,3.605
0,1,1,1,100,0,4.807
0,2,3,3,100,0,3.5045
1,0,2,2,100,0,3.606
0,0,0,0,100,0,0
0,0,0,0,100,0,0
0,0,0,0,100,0,0
0,0,0,0,100,0,0
1,1,1,1,100,0,0.401
7,4,13,13,100,0,4.809363636
7,5,18,18,100,0,5.49425
7,5,20,20,100,0,5.59225
10,11,22,22,100,0,3.592095238
9,7,23,23,100,0,3.6078125
6,8,16,16,100,0,2.704428571
10,5,20,20,100,0,5.4814
10,3,13,13,100,0,3.978923077
9,9,25,25,100,0,4.388833333
27,26,43,43,100,0,4.097283019
23,11,38,38,100,0,6.224911765
34,13,51,51,100,0,6.630276596
40,21,89,89,100,0,7.405786885
41,20,91,91,100,0,8.76857377
37,14,77,77,100,0,8.575196078
44,23,84,84,100,0,9.080925373
27,20,66,66,100,0,7.421468085
37,38,88,88,100,0,5.47088
35,29,72,72,100,0,6.136
33,25,72,72,100,0,5.626
31,35,76,76,100,0,5.665469697
33,30,72,72,100,0,6.707063492
28,33,68,68,100,0,5.195491803
19,18,48,48,99.33333333,3,4.865864865
27,30,73,73,100,0,6.051666667
23,50,75,75,100,0,7.474178082
20,47,63,63,100,0,8.168208955
29,39,67,67,100,0,7.070132353
28,45,84,84,100,0,7.180712329
27,38,71,71,100,0,6.569692308
30,32,69,69,100,0,6.084403226
31,28,66,66,100,0,6.456813559
41,42,98,98,100,0,6.853216867
34,36,87,87,99.5,3,5.606742857
42,25,78,78,100,0,6.163179104
27,28,68,68,100,0,6.771
28,30,58,58,100,0,5.450396552
37,34,71,71,100,0,5.701126761
30,36,73,73,100,0,6.024681818
22,26,65,65,100,0,5.662291667
25,36,68,68,100,0,8.346311475
23,30,65,65,100,0,6.465735849
21,33,68,68,100,0,6.029092593
26,31,66,66,100,0,5.612140351
20,29,61,61,100,0,7.181489796
16,38,75,75,100,1,5.743333333
15,23,49,49,100,0,5.157473684
11,32,52,52,100,0,5.363232558
9,34,68,68,100,0,6.967209302
6,38,46,46,100,0,7.882704545
6,33,48,48,100,0,6.416948718
7,26,46,46,100,0,5.41930303
3,19,38,38,100,0,5.113
2,15,27,27,100,0,4.362058824
2,13,20,20,100,0,4.210533333
1,6,11,11,100,0,4.177571429
2,6,10,10,100,0,4.3115
1,5,10,10,100,0,3.973166667
1,3,7,7,100,0,4.30625
2,5,7,7,100,0,2.976571429
0,2,4,4,100,0,4.0055
0,1,2,2,100,0,3.807
2,2,5,5,100,0,2.20325
1,2,3,3,100,0,3.137666667
0,1,0,0,100,0,0.401
2,0,3,3,100,0,2.6045
0,2,3,3,100,0,4.4055
0,1,2,2,100,0,4.807
0,0,0,0,100,0,0
0,0,0,0,100,0,0
0,0,0,0,100,0,0
1,1,3,3,100,0,3.9055
0,0,0,0,100,0,0
0,0,0,0,100,0,0
0,0,0,0,100,0,0
1,1,1,1,100,0,0.4015
1,0,1,1,100,0,4.606
1,1,1,1,100,0,2.6035
0,1,0,0,100,0,0.402
1,2,6,6,100,0,1.602666667
0,0,0,0,100,0,0
1,0,1,1,100,0,4.005
1,2,4,4,100,0,4.472666667
0,2,3,3,100,0,4.306
1,0,2,2,100,0,4.606
1,0,2,2,100,0,4.607
0,0,0,0,100,0,0
0,1,1,1,100,0,3.806
0,2,3,3,100,0,3.705
0,1,0,0,100,0,0.402
1,2,1,1,100,0,0.535
0,0,0,0,100,0,0
0,1,2,2,100,0,3.605
0,0,0,0,100,0,0
0,0,0,0,100,0,0
2,2,5,5,100,0,3.45525
9,4,14,14,100,0,6.525461538
7,5,25,25,100,0,7.384083333
5,1,8,8,100,0,3.774
7,1,9,9,100,0,3.730375
11,7,28,28,100,0,5.567833333
9,12,36,36,99.5,1,6.689666667
9,8,20,20,100,0,3.773588235
10,6,24,24,99.66666667,1,3.9204375
8,13,26,26,100,0,5.48347619
13,9,23,23,100,0,5.584636364
33,15,44,44,100,1,7.845520833
29,10,59,59,100,0,7.471589744
43,26,91,91,100,0,9.532449275
49,27,116,116,100,0,11.56765789
52,17,105,105,100,0,9.055797101
51,31,113,113,100,0,7.256365854
49,37,105,105,100,0,7.421639535
48,38,106,106,100,0,6.970848837
50,34,95,95,100,0,8.05325
54,48,101,101,100,0,8.200803922
51,45,97,97,100,0,7.889260417
43,44,90,90,100,0,6.669873563
36,47,91,91,100,0,8.324554217
35,49,91,91,100,0,8.501738095
48,63,104,104,100,0,9.985225225
38,56,85,85,100,0,8.1765
36,58,91,91,100,0,8.627351064
25,59,91,91,100,0,8.459964286
38,58,91,91,100,0,8.42628125
32,57,87,87,100,0,8.91952809
42,50,91,91,100,0,7.459304348
36,46,86,86,100,0,6.648865854
42,35,80,80,100,0,7.755571429
41,41,84,84,100,0,6.781243902
24,27,67,67,100,0,4.819254902
35,46,88,88,100,0,7.188185185
22,39,73,73,100,0,7.048967213
17,46,76,76,100,0,7.215126984
23,44,78,78,100,0,6.296492537
23,33,63,63,100,0,5.718767857
21,35,64,64,100,0,6.022928571
17,28,60,60,100,0,5.397222222
15,32,52,52,100,0,4.624319149
17,31,63,63,100,0,5.767958333
15,30,55,55,100,0,5.811933333
20,32,60,60,100,0,5.974442308
10,22,49,49,99.33333333,1,4.77440625
5,20,39,39,92,0,6.53816
4,20,27,27,83.16666667,0,5.431166667
4,13,19,19,100,0,4.260470588
3,19,26,26,100,0,5.806636364
5,14,20,20,100,0,2.868842105
3,16,21,21,100,0,5.071947368
3,11,19,19,100,0,5.541285714
3,9,12,12,100,0,2.90725
3,3,7,7,100,0,3.976833333
1,6,10,10,100,0,3.434
4,10,13,13,100,0,4.022071429
5,6,14,14,100,0,4.881636364
2,4,9,9,100,0,3.346333333
1,2,3,3,100,0,2.938
1,1,3,3,100,0,3.9055
1,1,2,2,100,0,2.8045
3,0,2,2,100,0,2.871
0,2,1,1,100,0,2.204
0,0,0,0,100,0,0
0,3,4,4,100,0,5.877333333
1,0,1,1,100,0,0.401
1,2,5,5,100,0,2.804333333
0,1,2,2,100,0,4.606
1,2,3,3,100,0,3.071666667
0,0,0,0,100,0,0
0,0,0,0,100,0,0
0,0,0,0,100,0,0
1,1,2,2,100,0,2.2035
0,0,0,0,100,0,0
0,2,2,2,100,0,2.1035
0,0,0,0,100,0,0
0,0,0,0,100,0,0
0,0,0,0,100,0,0
0,0,0,0,100,0,0
0,0,0,0,100,0,0
1,0,0,0,100,0,0.601
0,0,1,1,100,0,0
0,1,0,0,100,0,0.601
0,0,0,0,100,0,0
0,0,0,0,100,0,0
1,0,1,1,100,0,0.601
0,1,0,0,100,0,0.602
0,0,0,0,100,0,0
0,1,2,2,100,0,4.206
0,1,2,2,100,0,3.805
0,0,0,0,100,0,0
0,0,0,0,100,0,0
0,0,0,0,100,0,0
2,0,2,2,100,0,4.107
1,0,2,2,100,0,4.807
0,1,1,1,100,0,3.405
2,1,3,3,100,0,3.406
0,0,0,0,100,0,0
2,1,2,2,100,0,0.535333333
1,2,1,1,100,0,1.803333333
1,0,1,1,100,0,0.401
1,0,1,1,100,0,4.406
0,2,0,0,100,0,0.5025
0,1,1,1,100,0,3.605
1,2,2,2,100,0,1.87
0,2,1,1,100,0,2.1035
3,0,5,5,100,0,4.539666667
1,3,5,5,100,0,2.70475
0,4,4,4,100,0,2.0035
0,1,0,0,100,0,0.401
2,1,4,4,100,0,4.339333333
0,1,2,2,100,0,3.807
0,0,0,0,100,0,0
3,4,9,9,100,0,3.606428571
7,3,15,15,100,0,4.2063
0,7,6,6,100,0,2.490714286
0,2,2,2,100,0,2.004
0,2,1,1,100,0,2.103
0,0,0,0,100,0,0
1,0,1,1,100,0,0.402
1,0,2,2,100,0,3.806
0,0,0,0,100,0,0
1,0,2,2,100,0,3.605
2,2,5,5,100,0,4.50625
1,2,4,4,100,0,2.671
1,4,5,5,100,0,3.325
1,0,2,2,100,0,4.806
2,1,4,4,100,0,4.406333333
0,0,0,0,100,0,0
0,0,0,0,100,0,0
1,0,1,1,100,0,5.007
1,1,2,2,100,0,4.306
2,1,2,2,100,0,1.936666667
0,3,3,3,100,0,2.672
2,1,3,3,100,0,1.870333333
1,1,3,3,100,0,4.206
0,0,0,0,100,0,0
0,0,0,0,100,0,0
1,1,1,1,100,0,0.5015
1,0,1,1,100,0,4.207
1,2,4,4,100,0,2.541
0,0,0,0,100,0,0
0,0,0,0,100,0,0
1,1,1,1,100,0,2.1035
1,1,1,1,100,0,0.5015
4,2,7,7,100,0,5.477666667
3,2,7,7,100,0,2.8844
0,0,0,0,100,0,0
0,0,0,0,100,0,0
1,1,2,2,100,0,4.006
0,1,2,2,100,0,4.806
0,0,0,0,100,0,0
1,0,2,2,100,0,4.606
0,1,1,1,100,0,3.806
1,0,2,2,100,0,4.806
0,0,0,0,100,0,0
1,0,1,1,100,0,4.603
0,1,2,2,100,0,4.005
0,0,0,0,100,0,0
0,0,0,0,100,0,0
0,1,0,0,100,0,0.602
0,2,3,3,100,0,3.8055
2,1,2,2,100,0,1.803333333
0,0,0,0,100,0,0
1,0,1,1,100,0,3.805
0,1,1,1,100,0,4.807
0,0,0,0,100,0,0
0,0,0,0,100,0,0
0,0,0,0,100,0,0
1,1,1,1,100,0,2.303
0,0,0,0,100,0,0
0,0,0,0,100,0,0
1,1,1,1,100,0,0.4015
2,0,2,2,100,0,0.502
0,0,0,0,100,0,0
0,0,0,0,100,0,0
0,1,1,1,100,0,3.806
0,0,0,0,100,0,0
1,1,4,4,100,0,4.506
0,0,0,0,100,0,0
1,1,3,3,100,0,4.4055
0,0,0,0,100,0,0
0,0,0,0,100,0,0
2,0,3,3,100,0,4.405
1,2,4,4,100,0,4.072666667
0,1,1,1,100,0,4.006
0,0,1,1,100,0,0
0,3,2,2,100,0,3.671666667
0,1,2,2,100,0,3.605
1,0,2,2,100,0,5.008
3,2,7,7,100,0,4.4876
0,1,1,1,100,0,3.804
1,0,2,2,100,0,4.807
0,1,1,1,100,0,3.805
0,0,0,0,100,0,0
2,1,5,5,100,0,4.539333333
0,2,2,2,100,0,3.6055
1,1,3,3,100,0,4.4065
1,0,2,2,100,0,5.207
3,2,6,6,100,0,4.2462
0,3,2,2,100,0,1.536333333
0,2,2,2,100,0,3.805
1,0,1,1,100,0,3.806
1,0,2,2,100,0,5.206
0,0,0,0,100,0,0
0,1,1,1,100,0,4.808
3,1,5,5,100,0,4.7575
2,4,9,9,100,0,4.1395
1,2,4,4,100,0,4.205666667
2,0,3,3,100,0,4.906
0,2,2,2,100,0,4.305
3,1,5,5,100,0,4.706
2,1,5,5,100,0,4.539666667
0,0,0,0,100,0,0
1,2,3,3,100,0,4.072666667
1,0,2,2,100,0,4.806
1,1,3,3,100,0,4.506
0,1,0,0,100,0,0.601
0,2,2,2,100,0,3.806
0,0,0,0,100,0,0
0,0,0,0,100,0,0
0,1,2,2,100,0,3.805
0,1,1,1,100,0,3.804
1,0,1,1,100,0,0.601
1,1,1,1,100,0,2.304
0,0,0,0,100,0,0
2,3,4,4,100,0,2.7644
3,2,10,10,100,0,4.5678
0,0,0,0,100,0,0
1,1,3,3,100,0,4.6055
0,0,0,0,100,0,0
4,1,9,9,100,0,4.8062
1,2,4,4,100,0,4.005666667
2,0,3,3,100,0,5.0065
3,1,6,6,100,0,4.256
0,4,1,1,100,0,1.2525
0,0,0,0,100,0,0
3,0,4,4,100,0,3.473333333
0,2,2,2,100,0,1.803
3,0,3,3,100,0,4.873
3,5,9,9,100,0,3.68
3,3,6,6,100,0,2.605333333
0,2,1,1,100,0,2.2035
1,2,4,4,100,0,1.603
2,3,5,5,100,0,2.404
0,1,2,2,100,0,4.205
1,0,1,1,100,0,0.402
0,0,0,0,100,0,0
4,1,5,5,100,0,2.7642
2,2,3,3,100,0,5.6095
0,3,4,4,100,0,3.672333333
0,1,1,1,100,0,3.806
2,0,2,2,100,0,2.003
0,0,0,0,100,0,0
0,0,0,0,100,0,0
0,0,0,0,100,0,0
0,1,2,2,100,0,4.808
1,1,3,3,100,0,4.206
1,0,2,2,100,0,5.208
0,0,0,0,100,0,0
1,0,2,2,100,0,5.006
0,1,1,1,100,0,3.605
0,0,0,0,100,0,0
1,0,1,1,100,0,4.406
0,1,0,0,100,0,0.402
0,1,2,2,100,0,4.006
0,0,0,0,100,0,0
4,0,4,4,100,0,2.2535
4,0,6,6,100,0,4.25625
1,3,3,3,100,0,5.1085
3,2,4,4,100,0,2.804
0,0,0,0,100,0,0
2,1,4,4,100,0,4.273
0,1,0,0,100,0,0.601
1,2,3,3,100,0,1.603666667
2,1,3,3,100,0,3.739333333
2,2,6,6,100,0,3.80725
1,4,4,4,100,0,4.4064
0,3,5,5,100,0,2.604333333
2,2,3,3,100,0,2.50375
0,1,1,1,100,0,0.601
0,0,0,0,100,0,0
4,2,4,4,100,0,2.875
1,1,2,2,100,0,2.0025
4,3,8,8,100,0,3.147714286
5,1,10,10,100,0,4.806833333
7,2,11,11,100,0,7.509888889
9,5,18,18,100,0,4.622642857
11,6,25,25,100,0,5.092705882
7,8,20,20,100,0,3.660866667
7,5,16,16,99.83333333,3,3.6265
13,11,57,57,90.83333333,6,5.819
11,17,44,44,100,0,6.571928571
16,13,33,33,100,0,5.385137931
17,11,37,37,100,0,6.385428571
26,25,51,51,100,0,5.532156863
38,11,67,67,100,0,7.260265306
45,20,92,92,100,0,9.801307692
55,43,118,118,100,0,14.22180612
72,35,150,150,100,0,14.90661682
58,46,123,123,100,0,11.82219231
58,43,135,135,100,0,12.2280198
64,76,124,124,100,0,15.84873571
55,64,113,113,100,0,13.63478992
60,57,124,124,100,0,11.31661538
48,78,114,114,100,0,10.66807937
59,65,125,125,100,0,13.51179839
55,62,115,115,100,0,12.3104188
54,88,119,119,100,0,16.08107746
51,69,117,117,100,0,9.807358333
44,67,102,102,100,0,11.07765766
44,82,111,111,100,0,14.83760317
53,79,115,115,100,0,11.25401515
59,77,115,115,100,0,14.22271324
69,106,114,114,100,0,18.95965143
56,82,107,107,100,0,14.82217391
60,77,125,125,100,0,16.24384672
58,72,128,128,100,0,17.51416154
75,72,130,130,100,0,18.61932653
61,69,129,129,100,0,15.40143846
62,74,134,134,100,0,17.17584559
75,84,131,131,100,0,16.75233962
74,97,118,118,100,0,23.21057895
61,88,130,130,100,0,21.38972483
62,72,113,113,100,0,14.18628358
60,57,109,109,100,0,11.91257265
55,100,111,111,100,0,18.04221935
60,70,119,119,100,0,15.31435385
64,78,129,129,100,0,13.13964085
57,80,115,115,100,0,12.26969343
47,77,106,106,100,0,13.30340323
54,79,112,112,100,0,13.75002256
61,67,117,117,100,0,10.75009375
44,68,107,107,100,0,9.715133929
49,87,109,109,100,0,15.56020588
46,93,108,108,100,0,11.8546259
52,81,102,102,100,0,14.73752632
29,72,96,96,99.5,1,10.15681188
21,65,91,91,100,0,8.677081395
27,41,74,74,100,0,8.061455882
27,47,82,82,100,0,7.302337838
13,41,62,62,100,0,7.347185185
11,39,61,61,100,0,7.6044
12,24,46,46,100,0,4.242472222
11,31,52,52,100,0,5.544047619
10,25,47,47,100,0,5.899828571
5,21,31,31,100,0,3.234961538
5,11,26,26,100,0,3.9225
5,13,20,20,100,0,3.5525
4,9,20,20,100,0,3.717538462
7,9,18,18,100,0,5.5079375
2,7,14,14,100,0,3.873333333
3,2,8,8,100,0,4.7286
0,3,3,3,100,0,2.738
0,2,2,2,100,0,3.9045
5,4,8,8,100,0,2.871888889
0,1,0,0,100,0,0.402
0,2,2,2,100,0,2.704
0,0,0,0,100,0,0
2,0,1,1,100,0,0.4015
2,1,4,4,100,0,4.072666667
2,2,3,3,100,0,2.15425
2,1,3,3,100,0,4.206
1,1,1,1,100,0,0.6015
0,3,0,0,100,0,0.468333333
0,1,0,0,100,0,0.402
1,2,2,2,100,0,2.937333333
2,0,5,5,100,0,4.806
1,2,3,3,100,0,3.005333333
0,4,3,3,100,0,2.70475
0,2,2,2,100,0,2.104
0,0,0,0,100,0,0
1,1,1,1,100,0,0.502
0,0,0,0,100,0,0
1,1,1,1,100,0,0.502
0,2,1,1,100,0,2.3045
1,0,1,1,100,0,0.201
1,3,2,2,100,0,0.552
2,1,2,2,100,0,0.335
0,1,0,0,100,0,0.602
2,2,4,4,100,0,2.955
6,3,16,16,100,0,4.406666667
8,3,13,13,100,0,5.137363636
7,4,16,16,100,0,4.390636364
14,9,35,35,99.5,1,8.164
19,11,34,34,100,0,3.6121
7,10,23,23,100,0,4.042647059
8,5,19,19,99.16666667,1,3.700384615
23,15,61,61,100,0,6.669947368
28,18,57,57,100,0,7.17576087
42,24,85,85,100,1,7.119363636
50,21,89,89,100,0,8.901338028
58,27,111,111,100,0,10.99383529
62,32,130,130,99.33333333,1,18.07070213
51,83,118,118,100,1,77.37553731
43,62,132,132,100,0,41.08119048
60,51,148,148,100,0,20.63787387
60,70,133,133,100,0,16.67819231
58,96,116,116,100,0,20.95719481
73,74,131,131,100,1,17.87518367
64,90,128,128,99.5,1,16.06062987
69,81,126,126,100,0,14.26499333
60,81,119,119,100,0,13.70125532
57,75,123,123,100,0,16.83366667
72,71,129,129,100,0,12.63777622
63,73,123,123,100,0,13.77227206
66,86,120,120,100,0,17.03220395
45,95,112,112,100,0,16.58200714
62,112,103,103,100,0,24.05743678
64,97,119,119,100,0,41.80236025
53,91,117,117,100,0,18.013375
57,104,112,112,100,1,24.81138509
74,82,116,116,100,0,28.08762821
64,95,121,121,100,0,18.79628931
81,84,121,121,100,0,19.88293333
72,90,133,133,100,0,21.21359259
72,94,132,132,100,0,31.53714458
59,79,127,127,100,0,28.12757246
57,94,114,114,100,0,13.4485298
70,81,113,113,100,0,14.36417881
70,80,117,117,100,0,17.66432
60,75,109,109,99.83333333,1,15.28856296
66,80,114,114,100,0,13.24361644
54,87,113,113,98,1,17.16231206
62,76,122,122,97.66666667,1,15.95510145
48,78,122,122,100,0,16.34892857
62,101,123,123,100,0,16.91188957
53,95,104,104,100,0,13.60318919
60,93,104,104,100,0,13.39958824
50,65,108,108,100,0,10.93658261
43,65,99,99,100,0,10.84342593
40,69,99,99,100,0,10.5262844
45,82,100,100,99.33333333,1,12.67630709
44,76,108,108,100,0,13.56943333
35,72,86,86,100,0,12.28057009
15,51,68,68,100,0,8.062287879
22,44,69,69,100,0,7.281227273
19,36,73,73,100,0,5.536090909
