calls_up,calls_down,starts_up,starts_down,availability,alarms,ave_callTime
1,0,1,2,100,0,8.911
32,27,64,71,100,0,7.436288136
28,23,53,51,100,0,6.364784314
25,13,41,43,100,0,7.5575
26,20,44,45,100,0,5.980586957
20,33,54,60,100,0,9.60454717
18,38,63,58,100,0,7.650053571
19,27,54,55,100,0,8.129369565
25,35,64,63,100,0,7.67485
26,44,80,74,100,0,11.16508571
24,36,63,70,100,0,8.144466667
20,32,66,60,100,0,8.807096154
26,22,60,57,100,0,8.8335
37,25,78,63,100,0,7.889483871
44,35,85,82,100,0,7.755734177
23,27,50,63,100,0,11.9619
21,30,55,68,100,0,10.03762745
32,23,62,59,100,0,7.417963636
24,24,54,55,100,0,6.764854167
20,24,49,53,100,0,6.297181818
21,27,61,50,100,0,6.7865625
27,27,70,60,99.66666667,1,9.644944444
16,26,49,52,100,0,7.936214286
12,24,35,45,100,0,6.840222222
15,17,41,34,100,0,5.80753125
17,24,47,47,100,0,7.66102439
7,24,42,37,100,0,7.718322581
11,31,44,50,100,0,6.958166667
9,32,47,57,100,0,9.454658537
15,36,57,53,100,0,7.258882353
14,35,62,46,100,0,10.60861224
13,35,64,52,100,0,9.546770833
4,32,48,43,100,0,9.302361111
3,22,33,29,100,0,9.35936
0,17,21,23,100,0,7.127294118
2,14,25,22,100,0,7.1855625
5,16,29,24,100,0,7.494619048
5,9,21,17,100,0,7.344428571
3,10,17,14,100,0,10.84423077
4,8,9,11,100,0,5.55075
1,4,6,7,100,0,4.2932
2,4,6,6,100,0,5.832333333
0,5,7,7,100,0,5.6206
4,3,7,8,100,0,4.550714286
0,4,5,5,100,0,4.47075
1,2,4,5,100,0,7.011333333
1,2,4,4,100,0,5.47
1,1,3,3,100,0,8.622
0,1,2,1,100,0,6.246
0,0,0,0,100,0,0
1,0,2,1,100,0,8.529
1,2,3,4,99.83333333,0,4.659
0,0,0,0,100,0,0
0,0,0,0,100,0,0
0,0,1,0,100,0,0
1,0,3,2,100,0,8.533
2,0,4,3,100,0,6.726
1,1,2,3,100,0,4.674
0,0,0,0,99.83333333,0,0
0,0,0,0,100,0,0
0,1,1,1,100,0,6.68
0,0,0,0,100,0,0
0,1,2,1,100,0,9.055
2,0,1,2,100,0,4.3565
0,1,2,1,100,0,9.163
1,1,3,3,100,0,7.3035
1,0,1,2,99.83333333,0,8.972
0,0,0,0,100,0,0
2,2,6,5,100,0,8.425
0,1,1,1,100,0,2.362
2,1,4,6,100,0,10.33033333
0,1,1,2,100,0,5.139
0,0,0,0,100,0,0
0,0,0,0,100,0,0
0,0,0,0,100,0,0
1,1,3,3,100,0,7.941
6,1,12,9,100,0,8.866714286
5,2,8,10,100,0,7.545714286
14,0,16,17,100,0,6.618714286
3,2,5,8,100,0,6.654
12,5,21,24,100,0,5.229411765
6,5,20,15,100,0,5.571636364
6,2,11,9,100,0,6.687875
9,4,11,13,99.83333333,0,5.009846154
6,9,12,15,100,0,5.102133333
10,4,16,17,100,0,9.7485
15,6,23,23,100,0,4.079047619
14,3,17,23,100,0,7.217176471
21,5,31,44,100,0,9.348115385
31,20,73,60,100,0,10.18807843
34,16,87,62,100,0,11.5237
29,13,63,55,100,0,9.066571429
24,14,50,53,100,0,9.919710526
31,27,70,71,100,0,8.655034483
35,27,64,70,100,0,7.493967742
32,20,62,63,100,0,7.652423077
37,22,65,57,100,0,5.959440678
20,22,55,51,100,0,7.539333333
30,29,67,66,100,0,8.25020339
20,18,38,44,100,0,6.839210526
22,22,47,55,100,0,7.590477273
31,37,73,73,100,0,10.02405882
31,46,81,75,100,1,8.701025974
18,52,73,80,100,0,10.22828571
19,35,57,64,99.83333333,1,9.571833333
26,41,63,74,100,0,9.976686567
20,34,54,67,100,0,6.949833333
23,29,60,62,100,0,8.389269231
21,26,59,54,85,0,7.255744681
28,24,68,50,100,0,7.283942308
32,24,63,60,100,0,8.106339286
32,24,71,69,100,0,9.815803571
27,24,68,50,100,0,9.126019608
26,22,59,63,100,0,8.1076875
28,31,64,63,100,0,7.856949153
23,13,39,38,100,0,7.093694444
13,27,47,53,100,0,7.6052
19,30,54,56,100,0,6.392714286
24,20,54,46,100,0,5.93175
16,23,48,52,100,0,7.501102564
12,24,45,39,100,0,7.915888889
14,33,48,50,100,0,7.953489362
17,25,52,58,100,0,8.335571429
11,26,41,42,100,0,7.328135135
8,21,38,34,100,0,6.977655172
8,22,37,36,100,0,6.772366667
4,37,48,54,99.83333333,1,12.186
6,42,57,52,100,0,10.44702083
4,19,37,26,100,0,7.538130435
1,22,31,26,87,1,9.335173913
4,23,34,40,86.66666667,2,8.48462963
9,11,26,23,76,1,6.98025
4,12,27,23,73.66666667,1,7.853470588
5,10,22,20,79.66666667,2,6.307066667
3,10,17,15,80.33333333,1,8.256923077
7,13,23,19,75.66666667,0,6.24495
5,7,15,14,99.83333333,0,5.323
0,1,2,1,100,0,3.603
4,2,8,7,100,0,6.105
3,3,7,7,100,0,7.530666667
2,3,6,8,100,0,5.0048
1,6,5,12,100,0,7.793857143
0,1,3,1,100,0,6.487
1,4,4,5,100,0,4.6684
1,2,4,3,100,0,3.212666667
1,1,2,4,100,0,6.4655
1,1,2,2,99.83333333,0,5.278
0,0,0,0,100,0,0
0,0,0,0,100,0,0
0,0,0,0,100,0,0
1,0,2,1,99.83333333,0,8.305
0,0,0,0,100,0,0
0,1,1,2,100,0,6.629
1,0,1,1,100,0,7.805
0,0,0,0,100,0,0
0,0,0,0,100,0,0
1,1,2,2,100,0,4.47
2,0,3,3,100,0,7.483
0,0,0,0,100,0,0
2,1,4,3,100,2,11.37066667
0,1,1,2,100,0,6.78
0,0,0,0,99.83333333,0,0
0,1,1,1,100,0,1.672
0,1,1,2,100,0,5.846
0,0,0,0,100,0,0
0,2,2,3,100,0,4.064
0,0,0,0,100,0,0
1,0,2,1,100,0,8.511
1,1,2,3,100,0,7.9715
0,0,0,0,100,0,0
0,0,0,0,100,0,0
0,0,0,0,100,0,0
2,0,3,3,100,0,8.214
7,0,6,7,100,0,6.51
10,1,18,17,100,0,6.876363636
10,3,12,16,100,0,5.228461538
10,6,30,32,100,0,5.3733125
7,1,11,9,100,0,4.574375
7,3,7,7,100,0,4.1515
3,4,9,9,100,0,3.834571429
7,3,11,13,100,0,6.3201
11,4,18,19,100,0,7.3084
11,5,20,26,99.83333333,0,7.62
21,8,32,41,100,0,8.064034483
23,7,40,47,100,0,10.24806667
36,15,77,66,100,0,9.867490196
34,27,82,73,90.16666667,2,11.22003279
42,21,95,67,83.33333333,2,11.11649206
27,19,60,56,83.33333333,0,8.408934783
33,16,56,63,90.83333333,1,9.584918367
31,25,63,63,100,0,7.962339286
28,21,64,50,100,0,6.910428571
21,19,39,49,100,0,7.123575
27,24,52,58,100,0,6.821764706
23,22,45,55,100,0,8.096111111
25,22,49,49,100,0,6.949595745
33,24,63,72,100,0,9.515421053
18,34,52,54,99.83333333,1,7.958269231
18,34,61,55,100,0,8.276903846
21,44,73,77,100,0,9.104153846
19,34,61,52,100,0,8.101962264
19,34,57,58,100,0,6.719698113
25,30,68,65,100,0,7.805981818
28,31,62,67,100,0,8.249745763
26,29,67,66,100,0,9.654054545
23,27,62,68,100,0,9.08194
36,17,79,51,100,0,7.311943396
28,18,47,55,99.83333333,1,7.944130435
33,27,66,63,100,0,8.896733333
24,36,61,71,100,0,7.339966667
27,24,58,62,100,0,8.778333333
21,24,57,54,100,0,6.496133333
26,22,47,60,100,0,7.824541667
25,20,49,51,100,0,7.835266667
18,19,38,43,100,0,6.26027027
18,25,42,49,100,0,8.608418605
16,23,43,46,100,0,6.687307692
20,18,40,47,100,0,6.17
11,34,57,52,100,0,9.071711111
14,30,61,45,100,0,8.139
11,43,60,59,100,0,7.457425926
5,34,44,41,100,0,10.09802564
11,35,62,48,100,0,9.781934783
5,28,40,34,100,0,6.759484848
3,28,40,33,100,0,6.967451613
7,26,44,41,100,0,7.987878788
4,15,27,21,100,0,8.286263158
4,14,14,20,100,0,5.380277778
3,18,29,21,100,0,7.043238095
1,11,13,15,100,0,6.497
0,4,6,6,100,0,7.23825
0,8,11,10,100,0,4.88525
0,3,6,5,100,0,6.406
0,1,1,1,100,0,1.228
0,1,2,1,100,0,7.045
1,3,5,6,100,0,5.301
1,4,5,5,100,0,3.311
0,3,2,4,100,0,5.087333333
0,0,0,0,100,0,0
2,1,3,3,100,0,5.635666667
1,0,1,0,100,0,2.699
0,1,2,1,100,0,11.518
0,0,0,0,100,0,0
2,1,3,2,100,0,5.198666667
0,1,1,1,100,0,1.88
0,0,0,0,100,0,0
0,1,1,1,100,0,3.302
0,0,0,0,100,0,0
1,1,2,3,100,0,7.453
0,0,0,0,100,0,0
1,1,4,2,100,0,7.4265
2,0,3,2,100,0,8.3255
2,1,4,5,100,0,5.428333333
0,0,0,0,99.83333333,0,0
3,2,7,6,100,0,5.0688
0,0,0,0,100,0,0
0,0,0,0,99.83333333,0,0
1,2,3,4,100,0,6.613666667
0,0,0,0,100,0,0
0,0,0,0,100,0,0
0,1,1,1,100,0,3.074
2,1,3,4,100,0,5.971666667
1,2,4,3,100,0,3.532
0,1,0,1,100,0,1.875
0,0,0,0,100,0,0
1,0,1,1,100,0,2.033
1,0,1,1,100,0,1.315
0,0,0,0,100,0,0
2,0,2,1,99.83333333,0,4.817
7,1,7,10,100,0,9.255875
13,3,19,22,100,0,6.8818125
11,4,18,18,100,0,6.567733333
8,2,12,12,99.33333333,1,5.1364
7,9,14,34,100,0,4.5540625
4,4,11,9,100,0,5.537875
6,5,9,13,100,0,6.192636364
5,7,13,18,100,0,6.835083333
3,7,13,14,100,0,7.5934
10,4,15,20,100,0,6.989
25,4,44,39,100,0,8.413034483
20,17,57,50,100,0,8.201783784
32,19,63,63,100,0,7.975784314
38,17,88,62,100,0,10.1982
34,16,75,70,100,0,8.6337
32,16,58,53,100,0,6.8419375
27,21,61,57,100,0,7.792916667
28,25,63,64,100,0,9.834811321
30,20,52,60,100,0,9.51872
35,34,72,71,100,0,9.214
33,24,59,72,100,0,8.668649123
31,29,71,62,100,0,8.52675
16,21,34,46,100,0,5.411432432
24,20,52,43,100,0,7.779113636
25,29,61,67,100,0,8.037314815
20,29,63,50,100,0,7.941673469
22,42,67,73,97.66666667,1,10.95228125
20,37,71,63,100,0,9.689192982
16,38,57,71,100,0,9.492166667
27,37,70,62,100,0,11.35071875
29,41,79,75,100,0,9.047414286
27,26,81,66,100,0,9.397679245
37,26,81,72,100,0,8.81847619
32,24,65,65,100,1,8.146267857
37,29,67,73,100,0,8.333106061
23,29,56,64,100,0,8.405442308
32,34,68,68,100,0,7.602984848
26,24,50,57,100,0,7.34314
27,36,65,72,100,0,6.598984127
22,15,41,42,100,0,5.828918919
24,30,57,69,100,0,8.164574074
30,41,74,82,100,0,8.913070423
20,28,64,54,100,0,8.945291667
14,24,42,43,100,0,7.576789474
16,41,66,52,99.83333333,1,8.445894737
7,27,44,36,100,0,7.461147059
12,32,51,56,100,0,7.190590909
12,27,39,46,100,0,8.935025641
10,25,39,43,100,0,6.4932
3,40,43,48,100,0,12.87411628
4,20,32,27,99.83333333,0,7.205416667
7,26,43,35,100,0,7.315606061
4,14,29,23,100,0,6.816944444
2,14,21,18,100,0,6.9855625
4,8,14,14,100,0,6.636
4,6,13,17,100,0,5.4212
5,7,15,15,100,0,6.128416667
3,6,13,13,100,0,5.153888889
3,3,6,8,100,0,6.238333333
0,2,2,4,100,0,4.378
3,2,6,7,100,0,4.5756
1,2,4,4,99.83333333,0,5.844666667
1,2,4,4,100,0,5.743333333
4,4,9,9,100,0,3.752875
0,2,3,2,100,0,3.9195
1,2,2,2,100,0,2.422333333
0,0,0,0,100,0,0
1,0,1,0,100,0,2.546
0,0,0,0,100,0,0
1,2,3,3,100,0,6.157
0,0,0,0,100,0,0
0,0,0,0,100,0,0
0,0,0,0,100,0,0
0,0,0,0,100,0,0
1,1,2,3,100,0,5.3565
1,1,1,0,100,0,2.5685
0,0,0,1,99.83333333,0,0
0,0,0,0,100,0,0
1,0,1,0,100,0,2.311
0,1,0,1,100,0,3.517
1,2,2,3,100,0,2.566333333
1,1,2,1,100,0,2.255
0,0,0,0,100,0,0
0,0,0,0,100,0,0
0,0,0,0,100,0,0
0,1,1,1,100,0,3.142
0,0,0,0,99.83333333,0,0
0,1,1,1,100,0,3.113
2,0,2,1,100,0,5.823
0,2,2,3,100,0,4.8515
0,0,0,0,100,0,0
0,0,0,0,100,0,0
0,0,0,0,100,0,0
0,1,1,1,99.83333333,0,6.209
0,2,1,1,100,0,1.9855
0,0,0,0,100,0,0
8,2,11,16,100,0,7.722
8,0,14,12,100,0,6.076
9,2,14,13,100,0,6.016818182
7,4,15,14,100,0,7.980363636
9,5,17,27,100,0,5.689214286
7,2,8,9,100,0,4.757888889
7,11,20,21,100,0,4.552611111
12,8,28,25,100,0,5.7813
6,5,12,14,100,0,5.221272727
14,7,23,24,100,0,5.149857143
20,5,31,34,100,0,9.3616
32,19,65,62,100,0,9.317019608
49,22,104,72,100,0,10.54390141
41,21,89,71,100,0,12.2606129
44,18,89,78,100,0,12.96941935
40,22,77,70,100,0,8.336306452
44,29,87,76,100,0,9.021794521
44,25,82,79,100,0,10.42330435
39,36,84,84,100,0,10.91762667
41,42,95,86,100,0,11.05210843
49,51,104,93,100,0,10.36661
40,34,87,72,100,0,9.153013514
36,41,85,72,100,0,9.246818182
34,44,78,80,100,0,9.930769231
35,47,88,84,100,0,10.46795122
25,47,77,79,100,0,10.282375
28,65,90,99,100,1,12.04769892
31,58,78,95,100,0,11.57225843
32,54,78,96,100,0,9.542186047
28,56,77,89,100,0,11.22227381
33,27,70,70,100,0,8.644816667
34,34,87,79,100,0,9.997529412
34,32,77,62,100,0,6.940242424
35,33,75,77,100,0,8.673132353
33,33,79,71,100,0,7.766787879
29,24,64,63,100,0,9.407264151
29,30,56,57,100,0,7.102186441
25,35,66,62,100,0,7.731766667
28,26,69,57,100,0,7.589092593
19,26,55,53,100,0,8.5748
15,30,47,51,100,0,9.168977778
10,30,48,46,100,0,8.234325
13,26,47,52,100,0,8.621948718
6,25,43,38,99.83333333,2,6.815709677
12,23,39,47,100,0,6.767914286
11,26,50,42,100,0,7.428621622
12,23,42,36,100,0,5.319228571
5,18,31,31,100,0,6.83973913
4,23,33,33,100,0,8.412074074
5,7,16,16,100,0,7.370666667
3,14,18,28,100,0,8.767235294
1,9,20,11,100,0,8.7442
4,18,21,27,100,0,7.730045455
3,5,13,13,100,0,6.57
1,10,18,13,100,0,7.082272727
1,6,9,12,100,0,8.433
1,5,8,11,100,0,8.307
1,5,6,10,100,0,7.692166667
1,4,8,8,100,0,6.9412
2,4,6,6,100,0,4.816333333
0,3,4,3,100,0,5.141333333
2,2,5,6,100,0,5.59975
2,2,6,4,100,0,5.09925
4,5,10,8,100,0,5.254444444
1,3,4,7,100,0,5.70075
1,1,3,3,100,0,7.702
1,2,5,4,100,0,7.43
0,0,0,0,100,0,0
0,0,0,0,100,0,0
0,0,0,0,100,0,0
0,0,0,0,100,0,0
0,0,0,0,100,0,0
0,0,0,0,100,0,0
1,1,3,3,100,0,7.0585
0,1,1,2,100,0,6.412
0,0,0,0,100,0,0
0,0,0,0,100,0,0
1,0,2,1,100,0,9.323
0,1,1,2,100,0,5.821
0,0,0,0,100,0,0
0,1,1,1,100,0,2.3
2,0,3,2,100,0,8.595
0,0,0,0,100,0,0
1,0,2,1,100,0,9.143
0,1,1,2,100,0,6.427
2,2,6,5,100,0,8.00325
0,0,0,0,100,0,0
0,0,0,0,100,0,0
0,0,0,0,100,0,0
0,0,0,0,100,0,0
0,1,1,1,100,0,1.865
0,0,0,0,100,0,0
0,0,0,0,100,0,0
1,0,2,1,100,0,8.971
1,0,2,1,100,0,8.093
1,1,3,3,100,0,7.7935
1,2,4,5,100,0,7.494666667
1,0,1,2,100,0,8.8
0,0,0,0,99.83333333,0,0
1,1,3,3,100,0,7.814
0,0,0,0,100,0,0
0,0,0,0,100,0,0
0,0,0,0,100,0,0
0,0,0,0,100,0,0
2,0,4,2,100,0,8.6185
2,1,4,5,100,0,7.735
0,1,1,2,100,0,4.354
0,0,0,0,100,0,0
1,0,1,0,100,0,2.515
0,0,0,1,100,0,0
0,0,0,0,100,0,0
6,5,90,20,100,9,14.03336364
1,1,3,2,100,0,4.98
1,1,2,3,100,0,7.499
1,0,1,2,100,0,8.262
1,1,2,4,100,0,7.5505
1,0,2,1,100,0,8.683
0,1,1,2,100,0,6.409
1,1,3,3,100,0,6.6195
1,2,4,4,100,0,4.577
2,0,2,2,100,0,6.378
0,2,2,3,100,0,4.157
0,1,2,1,100,0,7.48
0,1,2,1,100,0,4.571
2,1,4,5,100,0,8.465333333
1,1,2,4,100,0,6.3505
3,0,4,5,100,0,8.357
1,1,2,4,100,0,7.3515
1,1,4,2,100,0,8.5365
0,2,2,4,100,0,6.917
1,2,3,4,100,0,3.513333333
2,4,8,10,100,0,8.470666667
0,4,5,5,100,0,4.488
0,0,0,0,100,0,0
0,0,0,0,100,0,0
2,1,4,5,100,0,7.595333333
0,2,2,4,100,0,5.356
1,1,3,3,100,0,7.029
0,0,0,0,100,0,0
0,0,0,0,100,0,0
0,0,0,0,100,0,0
0,2,6,3,100,0,13.3965
1,0,2,1,100,0,9.469
1,1,1,3,100,0,7.1525
0,0,1,1,100,0,0
2,1,3,5,100,0,7.959666667
2,0,2,1,100,0,4.77
1,2,4,4,100,0,6.469
0,1,1,1,100,0,1.642
0,0,0,0,100,0,0
1,1,3,3,100,0,7.2715
0,1,1,2,100,0,6.407
1,1,3,3,100,0,7.6035
1,0,1,2,100,0,8.921
0,1,2,1,100,0,5.015
0,1,1,2,100,0,8.089
2,0,2,3,100,0,8.8875
1,2,4,6,100,0,6.825
0,0,1,1,100,0,0
0,0,0,0,100,0,0
1,3,5,6,100,0,5.9
1,1,3,2,100,0,5.01
0,1,1,2,100,0,6.889
2,0,0,1,100,0,6.326
0,1,3,2,99.83333333,0,6.019
0,1,2,2,100,0,10.557
0,0,0,0,100,0,0
0,0,0,0,99.83333333,0,0
0,0,0,0,100,0,0
0,1,1,0,99.83333333,0,6.237
0,0,1,1,100,0,0
0,0,0,0,100,0,0
1,1,2,2,100,0,4.764
0,0,0,0,100,0,0
1,1,1,2,100,0,5.6925
0,1,2,3,100,0,5.366
1,1,3,3,100,0,7.842
0,0,0,0,100,0,0
0,0,0,0,100,0,0
0,0,0,0,100,0,0
2,0,2,3,100,0,8.7365
0,1,2,1,100,0,6.32
0,0,0,0,100,0,0
1,0,2,1,100,0,9.299
0,1,1,2,100,0,5.36
0,0,0,0,100,0,0
0,0,0,0,100,0,0
0,0,0,0,100,0,0
0,0,0,0,100,0,0
1,0,2,1,100,0,7.864
0,1,1,2,100,0,6.659
0,0,0,0,100,0,0
0,0,0,0,100,0,0
0,0,0,0,100,0,0
0,0,0,0,100,0,0
0,0,0,0,99.83333333,0,0
0,0,0,0,100,0,0
0,1,1,2,100,0,6.191
0,0,0,0,100,0,0
0,0,0,0,100,0,0
1,0,1,1,100,0,8.505
1,0,2,1,100,0,7.605
0,1,1,2,100,0,5.052
1,0,2,1,100,0,7.867
0,0,0,0,100,0,0
1,1,3,3,100,0,8.0535
0,0,0,0,100,0,0
0,0,0,0,100,0,0
1,0,1,1,100,0,9.727
0,0,0,0,100,0,0
0,0,0,0,100,0,0
1,0,2,1,100,0,9.509
0,1,1,2,100,0,6.108
0,0,0,0,100,0,0
0,0,0,0,100,0,0
0,0,0,0,100,0,0
2,0,2,2,100,0,8.3735
1,0,2,2,100,1,15.663
0,3,4,6,100,1,10.23666667
2,0,2,4,100,0,8.212
3,2,6,8,100,0,6.8248
0,1,1,2,100,0,6.095
1,0,1,2,100,0,9.556
0,0,0,0,100,0,0
2,2,6,5,100,0,6.846
2,1,3,5,100,0,5.657333333
1,1,3,3,100,0,7.088
0,1,1,2,100,0,7.234
1,3,7,5,100,0,7.036
2,0,1,2,100,0,5.3685
1,0,1,2,99.83333333,0,8.999
0,0,0,0,100,0,0
0,0,0,0,100,0,0
1,0,1,2,100,0,9.563
0,0,0,0,100,0,0
1,1,2,4,100,0,8.029
0,0,0,0,100,0,0
0,0,0,0,100,0,0
1,1,3,3,100,0,7.298
0,2,3,3,100,0,5.1135
1,1,3,3,100,0,7.45
1,2,5,4,99.83333333,0,8.569333333
0,1,2,1,100,0,6.64
4,4,7,7,100,0,6.6475
0,0,1,1,100,0,0
0,1,1,1,100,0,2.051
1,3,5,6,100,0,7.06425
0,0,0,0,100,0,0
2,0,3,3,100,0,7.9015
0,1,1,2,100,0,5.157
0,1,1,2,100,0,5.367
0,0,0,0,100,0,0
0,0,0,0,100,0,0
0,0,0,0,100,0,0
0,0,0,0,100,0,0
2,0,4,2,100,0,8.4445
0,2,2,4,100,0,5.7665
0,0,0,0,100,0,0
